sale_id,sale_date,region,country,brand,model,tier,body_type,model_year,age_years,fuel_type,transmission,engine_displacement_l,horsepower,mileage_km,color,n_owners,accidents,sales_channel,country_of_origin,sale_price_usd
S005034,2021-01-06,China,China,Mazda,CX-5,mass,suv,2018,3.01,hybrid,dct,2.0,195,48736,black,1,0,dealer_used,Japan,19859.14
S005035,2024-10-28,South Korea,South Korea,Tata,Harrier,mass,suv,2023,1.82,petrol,cvt,2.0,175,25000,red,2,0,dealer_used,India,10984.88
S005036,2023-06-08,North America,Canada,Mercedes-Benz,EQE,premium,sedan,2020,3.43,hybrid,dct,3.0,313,63256,yellow,2,0,online_marketplace,Germany,32216.72
S005037,2023-11-09,Southeast Asia,Vietnam,Fiat,Panda,mass,hatchback,2023,0.85,petrol,automatic,1.4,103,19445,orange,1,0,dealer_new,Italy,9216.19
S005038,2025-11-22,China,China,BYD,Atto 3,mass,suv,2025,0.89,electric,automatic,2.0,181,9419,grey,1,1,private,China,19916.02
S005039,2025-01-04,North America,USA,Tesla,Model X,premium,suv,2020,5.01,electric,automatic,3.0,321,102945,white,1,0,online_marketplace,USA,21103.88
S005040,2025-07-01,India,India,Volkswagen,ID.4,mass,suv,2025,0.5,diesel,cvt,2.0,149,13469,brown,1,1,private,Germany,11981.18
S005041,2025-06-26,North America,Canada,Tesla,Model Y,premium,suv,2025,0.48,electric,automatic,2.0,170,10733,white,1,0,online_marketplace,USA,56424.96
S005042,2025-06-07,Eastern Europe,Czechia,Honda,Civic,mass,sedan,2020,5.43,diesel,manual,1.4,106,102390,yellow,1,0,dealer_new,Japan,5467.6
S005043,2025-02-03,South Korea,South Korea,Skoda,Kodiaq,mass,suv,2025,0.09,electric,automatic,2.0,170,3402,orange,1,0,dealer_used,Czechia,26872.39
S005044,2024-04-11,Southeast Asia,Indonesia,BYD,Atto 3,mass,suv,2022,2.28,electric,automatic,2.0,158,31985,blue,1,0,online_marketplace,China,13899.9
S005045,2025-02-22,China,China,Mazda,Mazda6,mass,sedan,2025,0.14,electric,automatic,2.0,161,2228,white,1,0,private,Japan,24621.74
S005046,2026-01-11,North America,Mexico,Land Rover,Range Rover,luxury,suv,2025,1.03,electric,automatic,3.0,221,15220,black,1,3,private,UK,67643.4
S005047,2024-08-14,China,China,Mazda,Mazda6,mass,sedan,2023,1.62,petrol,dct,2.0,201,39584,green,1,2,dealer_used,Japan,15188.32
S005048,2026-03-05,Eastern Europe,Hungary,Mazda,CX-5,mass,suv,2026,0.17,diesel,automatic,2.0,143,4590,green,1,0,private,Japan,22100.12
S005049,2026-04-07,China,China,Geely,Emgrand,mass,sedan,2026,0.26,petrol,automatic,1.4,110,0,silver,1,0,private,China,16221.45
S005050,2020-07-27,Japan,Japan,Mahindra,Scorpio,mass,suv,2019,1.57,petrol,automatic,2.0,190,40174,yellow,1,1,dealer_used,India,10743.23
S005051,2025-09-08,Western Europe,Italy,BMW,3 Series,premium,sedan,2025,0.68,petrol,automatic,2.0,155,12120,brown,1,0,dealer_used,Germany,47384.04
S005052,2026-03-15,Japan,Japan,Peugeot,208,mass,hatchback,2026,0.2,hybrid,dct,1.4,135,1284,blue,1,0,online_marketplace,France,20085.42
S005053,2026-03-14,Western Europe,Netherlands,Skoda,Octavia,mass,sedan,2026,0.2,diesel,dct,2.0,173,4111,silver,1,0,dealer_new,Czechia,26861.27
S005054,2026-04-29,North America,Mexico,Chevrolet,Equinox,mass,suv,2025,1.32,electric,automatic,2.0,182,13697,white,1,0,online_marketplace,USA,26220.92
S005055,2023-11-21,Western Europe,Netherlands,Renault,Megane,mass,hatchback,2018,5.89,diesel,automatic,1.4,97,78981,green,1,0,online_marketplace,France,3646.09
S005056,2025-01-27,Australia/NZ,New Zealand,Toyota,Camry,mass,sedan,2025,0.07,petrol,cvt,2.0,211,4008,yellow,1,0,dealer_used,Japan,32233.23
S005057,2026-03-28,North America,Mexico,Land Rover,Range Rover,luxury,suv,2026,0.24,petrol,automatic,3.0,346,3119,silver,1,0,online_marketplace,UK,119061.77
S005058,2026-02-27,China,China,Tata,Tiago,mass,hatchback,2024,2.16,hybrid,automatic,1.4,105,34024,grey,2,0,private,India,6512.47
S005059,2022-03-02,Western Europe,Spain,Volvo,XC60,premium,suv,2021,1.16,hybrid,automatic,2.0,160,16134,red,1,0,online_marketplace,Sweden,52247.65
S005060,2026-04-02,Western Europe,Netherlands,Ford,Escape,mass,suv,2023,3.25,petrol,automatic,2.0,172,57052,blue,2,0,private,USA,14063.55
S005061,2026-02-15,Western Europe,Netherlands,Mercedes-Benz,E-Class,premium,sedan,2020,6.12,hybrid,dct,3.0,395,122849,brown,2,0,online_marketplace,Germany,27031.12
S005062,2026-04-20,Western Europe,Netherlands,Geely,Coolray,mass,suv,2026,0.3,electric,automatic,1.4,124,4806,silver,1,0,dealer_used,China,21786.31
S005063,2026-03-08,Eastern Europe,Poland,Mahindra,XUV700,mass,suv,2026,0.18,diesel,manual,3.0,371,471,black,1,0,dealer_used,India,20987.81
S005064,2026-02-16,India,India,Chevrolet,Cruze,mass,sedan,2024,2.13,petrol,cvt,1.4,96,42580,green,2,0,private,USA,6682.58
S005065,2025-08-08,Southeast Asia,Thailand,Hyundai,Kona,mass,suv,2022,3.6,diesel,manual,1.4,116,36768,grey,2,0,private,South Korea,6955.44
S005066,2025-04-16,China,China,Volkswagen,Tiguan,mass,suv,2022,3.29,electric,automatic,2.0,148,59336,yellow,2,0,private,Germany,13319.65
S005067,2025-09-10,South Korea,South Korea,Honda,Accord,mass,sedan,2025,0.69,hybrid,manual,2.0,156,3639,grey,1,0,dealer_used,Japan,25838.78
S005068,2026-03-24,India,India,Mahindra,Thar,mass,suv,2026,0.22,petrol,dct,2.0,162,6283,yellow,1,0,dealer_used,India,9516.29
S005069,2026-01-15,Southeast Asia,Thailand,BYD,Atto 3,mass,suv,2025,1.04,electric,automatic,2.0,153,19476,silver,2,0,dealer_used,China,14440.38
S005070,2026-03-17,China,China,Geely,Coolray,mass,suv,2026,0.21,electric,automatic,1.4,119,174,white,1,3,dealer_used,China,16054.49
S005071,2024-03-05,Eastern Europe,Czechia,Fiat,Panda,mass,hatchback,2020,4.18,diesel,automatic,1.4,105,75229,orange,1,0,private,Italy,3836.14
S005072,2023-08-05,Africa,Egypt,Tesla,Model 3,premium,sedan,2023,0.59,electric,automatic,2.0,190,4114,yellow,1,0,online_marketplace,USA,38471.84
S005073,2025-12-12,South Korea,South Korea,Audi,A4,premium,sedan,2023,2.95,petrol,automatic,2.0,195,28643,green,2,1,dealer_new,Germany,31645.38
S005074,2026-02-14,Western Europe,Sweden,Volvo,XC40,premium,suv,2026,0.12,hybrid,automatic,1.4,110,7160,white,1,0,dealer_used,Sweden,60001.82
S005075,2025-11-15,India,India,Fiat,Tipo,mass,sedan,2025,0.87,lpg,cvt,1.4,140,2155,silver,1,1,dealer_new,Italy,7547.7
S005076,2026-01-28,Western Europe,Netherlands,Audi,e-tron,premium,suv,2026,0.07,electric,automatic,3.0,344,3733,yellow,1,0,dealer_new,Germany,77838.93
S005077,2025-08-28,Western Europe,Germany,Tesla,Model Y,premium,suv,2025,0.65,electric,automatic,2.0,196,8253,black,1,0,auction,USA,58389.81
S005078,2025-08-06,Latin America,Brazil,Jeep,Compass,mass,suv,2024,1.6,petrol,automatic,2.0,148,16847,black,3,0,dealer_used,USA,23464.42
S005079,2026-03-26,China,China,Renault,Megane,mass,hatchback,2025,1.23,petrol,dct,1.4,107,18091,blue,1,0,auction,France,11769.78
S005080,2026-02-19,Eastern Europe,Romania,Geely,Atlas,mass,suv,2024,2.14,diesel,automatic,2.0,179,34696,green,1,0,online_marketplace,China,12049.72
S005081,2025-05-03,India,India,Mahindra,Scorpio,mass,suv,2024,1.34,electric,automatic,2.0,216,6318,white,1,1,online_marketplace,India,7796.55
S005082,2026-04-09,North America,Canada,Honda,CR-V,mass,suv,2026,0.27,petrol,automatic,2.0,171,3850,silver,1,0,dealer_new,Japan,33771.24
S005083,2026-04-30,North America,Canada,Toyota,Yaris,mass,hatchback,2026,0.33,petrol,automatic,1.4,98,5087,brown,1,0,online_marketplace,Japan,24405.21
S005084,2020-04-14,Western Europe,France,Mercedes-Benz,E-Class,premium,sedan,2018,2.28,electric,automatic,3.0,390,24722,silver,1,0,dealer_new,Germany,77950.86
S005085,2022-01-06,India,India,Volkswagen,Polo,mass,hatchback,2019,3.01,diesel,automatic,1.4,109,47644,orange,1,0,dealer_used,Germany,7118.6
S005086,2026-04-27,Southeast Asia,Indonesia,BMW,5 Series,premium,sedan,2024,2.32,petrol,cvt,3.0,338,36411,red,4,0,dealer_used,Germany,28084.56
S005087,2024-06-18,India,India,Chery,Tiggo 4,mass,suv,2024,0.46,hybrid,automatic,1.4,136,4547,silver,1,1,online_marketplace,China,10104.9
S005088,2024-01-16,China,China,Peugeot,208,mass,hatchback,2021,3.04,petrol,automatic,1.4,118,63238,orange,1,0,dealer_used,France,8295.53
S005089,2026-04-22,North America,Canada,Tata,Nexon,mass,suv,2022,4.3,petrol,automatic,1.4,97,13631,yellow,1,0,online_marketplace,India,6487.86
S005090,2022-10-05,Western Europe,Italy,Renault,Captur,mass,suv,2022,0.76,hybrid,automatic,1.4,125,10380,black,1,0,auction,France,22280.5
S005091,2026-03-12,Western Europe,Germany,Chery,Arrizo 5,mass,sedan,2022,4.19,petrol,automatic,1.4,125,78844,blue,1,0,auction,China,4971.76
S005092,2026-03-01,Western Europe,Netherlands,Mahindra,Scorpio,mass,suv,2024,2.16,petrol,automatic,2.0,161,43944,yellow,2,0,dealer_used,India,10668.57
S005093,2023-03-27,China,China,BYD,Han,mass,sedan,2023,0.23,hybrid,cvt,3.0,388,8092,silver,1,1,dealer_new,China,30155.22
S005094,2024-01-02,Eastern Europe,Hungary,BMW,i4,premium,sedan,2024,0.0,diesel,manual,2.0,193,1995,silver,1,0,private,Germany,36586.37
S005095,2022-01-25,South Korea,South Korea,Chevrolet,Malibu,mass,sedan,2022,0.07,petrol,cvt,2.0,147,0,orange,1,0,dealer_used,USA,27812.34
S005096,2023-04-04,North America,USA,Skoda,Fabia,mass,hatchback,2020,3.26,petrol,automatic,1.4,123,70098,silver,1,0,dealer_new,Czechia,10589.95
S005097,2026-02-17,North America,Canada,Volkswagen,Tiguan,mass,suv,2026,0.13,diesel,dct,2.0,157,795,white,1,0,online_marketplace,Germany,36464.26
S005098,2026-04-01,North America,USA,Chery,Arrizo 5,mass,sedan,2026,0.25,petrol,automatic,1.4,93,1311,red,1,2,online_marketplace,China,13649.94
S005099,2026-04-29,Western Europe,UK,Porsche,Taycan,luxury,sedan,2026,0.32,petrol,cvt,3.0,274,4527,blue,1,0,dealer_used,Germany,117329.7
S005100,2026-01-09,Southeast Asia,Thailand,Toyota,Land Cruiser,mass,suv,2026,0.02,petrol,dct,3.0,294,0,yellow,1,0,private,Japan,25809.14
S005101,2026-04-28,Eastern Europe,Poland,Volkswagen,Passat,mass,sedan,2026,0.32,petrol,manual,2.0,141,0,white,1,0,auction,Germany,19009.31
S005102,2026-03-31,Western Europe,Sweden,Fiat,Panda,mass,hatchback,2025,1.24,petrol,dct,1.4,94,28847,blue,2,2,private,Italy,10052.34
S005103,2026-01-02,North America,USA,Mercedes-Benz,GLE,premium,suv,2026,0.0,electric,automatic,3.0,407,3012,brown,1,0,private,Germany,80221.09
S005104,2024-02-12,China,China,Chevrolet,Equinox,mass,suv,2021,3.11,petrol,automatic,2.0,152,35463,grey,1,1,dealer_used,USA,13607.27
S005105,2025-08-01,Western Europe,Germany,Mercedes-Benz,GLE,premium,suv,2024,1.58,diesel,automatic,3.0,391,29117,blue,3,0,dealer_new,Germany,69562.01
S005106,2026-04-21,China,China,Land Rover,Defender,luxury,suv,2026,0.3,petrol,manual,3.0,361,3376,silver,1,0,auction,UK,78322.61
S005107,2023-03-19,North America,USA,Tesla,Model S,premium,sedan,2023,0.21,electric,automatic,3.0,296,0,brown,1,0,dealer_used,USA,63093.12
S005108,2025-07-19,Southeast Asia,Philippines,Chevrolet,Equinox,mass,suv,2024,1.55,petrol,cvt,2.0,167,21609,orange,2,1,auction,USA,10075.46
S005109,2021-12-08,Western Europe,Sweden,Mercedes-Benz,C-Class,premium,sedan,2021,0.93,diesel,automatic,2.0,179,13241,orange,1,0,dealer_new,Germany,55428.69
S005110,2026-01-09,China,China,Geely,Coolray,mass,suv,2026,0.02,petrol,automatic,1.4,136,0,yellow,1,2,dealer_new,China,19940.17
S005111,2025-03-07,Western Europe,Sweden,Porsche,911,luxury,coupe,2025,0.18,hybrid,dct,3.0,375,5604,yellow,1,0,online_marketplace,Germany,170153.88
S005112,2025-01-02,Western Europe,Netherlands,Fiat,500,mass,hatchback,2025,0.0,electric,automatic,1.4,110,1697,blue,1,2,online_marketplace,Italy,14460.46
S005113,2026-02-15,North America,Canada,Toyota,Corolla,mass,sedan,2026,0.12,petrol,cvt,1.4,91,6873,green,1,0,online_marketplace,Japan,24674.13
S005114,2026-02-04,Latin America,Brazil,Tata,Tiago,mass,hatchback,2025,1.09,petrol,manual,1.4,110,2484,grey,2,0,dealer_used,India,7640.63
S005115,2024-08-03,Eastern Europe,Poland,Mahindra,Scorpio,mass,suv,2022,2.59,petrol,dct,2.0,208,59005,black,2,1,private,India,7670.05
S005116,2020-05-09,Eastern Europe,Poland,Honda,Jazz,mass,hatchback,2018,2.35,lpg,dct,1.4,114,22637,yellow,2,0,auction,Japan,10209.38
S005117,2024-10-25,China,China,Jeep,Compass,mass,suv,2023,1.82,petrol,automatic,2.0,147,14868,brown,1,1,auction,USA,21331.91
S005118,2024-07-05,Western Europe,Germany,Audi,A3,premium,hatchback,2021,3.51,hybrid,manual,1.4,114,69624,blue,1,0,dealer_new,Germany,21624.91
S005119,2025-03-29,North America,USA,Mahindra,XUV700,mass,suv,2025,0.24,petrol,cvt,3.0,221,3148,silver,1,0,dealer_new,India,22511.85
S005120,2025-04-15,China,China,Nissan,X-Trail,mass,suv,2023,2.29,petrol,cvt,2.0,215,18159,blue,2,0,online_marketplace,Japan,17582.6
S005121,2021-08-16,North America,Mexico,Porsche,Taycan,luxury,sedan,2021,0.62,petrol,automatic,3.0,415,1259,blue,1,0,private,Germany,132175.24
S005122,2023-06-21,North America,Mexico,Geely,Emgrand,mass,sedan,2020,3.47,petrol,automatic,1.4,126,43305,silver,2,0,private,China,8796.78
S005123,2026-01-24,North America,USA,Hyundai,Tucson,mass,suv,2026,0.06,petrol,manual,2.0,215,0,silver,1,0,dealer_new,South Korea,32345.49
S005124,2022-10-19,Eastern Europe,Czechia,Mahindra,XUV700,mass,suv,2020,2.8,petrol,manual,3.0,398,42193,brown,4,3,online_marketplace,India,7130.5
S005125,2025-10-04,Southeast Asia,Thailand,BMW,X3,premium,suv,2025,0.76,hybrid,cvt,2.0,169,16060,blue,1,0,dealer_new,Germany,42904.59
S005126,2024-09-10,Southeast Asia,Philippines,Audi,A4,premium,sedan,2024,0.69,diesel,cvt,2.0,142,9185,red,1,0,online_marketplace,Germany,29238.44
S005127,2023-07-08,Eastern Europe,Poland,Volkswagen,Passat,mass,sedan,2022,1.51,petrol,automatic,2.0,211,23467,blue,1,0,private,Germany,18402.48
S005128,2026-04-07,North America,USA,BMW,X3,premium,suv,2026,0.26,hybrid,automatic,2.0,176,2408,black,1,0,dealer_used,Germany,73892.27
S005129,2025-11-22,North America,Canada,Mercedes-Benz,EQE,premium,sedan,2025,0.89,hybrid,dct,3.0,321,10976,silver,1,0,auction,Germany,58728.22
S005130,2025-11-06,Western Europe,Netherlands,Audi,A6,premium,sedan,2024,1.85,petrol,manual,3.0,312,27325,grey,1,1,private,Germany,38620.41
S005131,2024-04-27,Western Europe,Italy,Peugeot,3008,mass,suv,2019,5.32,electric,automatic,2.0,204,81347,orange,1,0,private,France,6909.07
S005132,2024-03-31,Africa,South Africa,Tesla,Model Y,premium,suv,2024,0.25,electric,automatic,2.0,191,7379,green,1,0,private,USA,41303.74
S005133,2026-04-24,Western Europe,Germany,Ford,Focus,mass,hatchback,2026,0.31,petrol,cvt,1.4,102,1921,orange,1,0,private,USA,21943.68
S005134,2023-04-26,Western Europe,Germany,Audi,Q7,premium,suv,2023,0.31,petrol,automatic,3.0,417,8089,brown,1,0,dealer_new,Germany,82936.98
S005135,2025-04-03,South Korea,South Korea,Mazda,Mazda3,mass,hatchback,2025,0.25,petrol,cvt,1.4,111,3336,brown,1,0,dealer_new,Japan,20444.67
S005136,2025-10-14,North America,Mexico,Chevrolet,Equinox,mass,suv,2024,1.79,hybrid,automatic,2.0,211,32498,silver,3,0,online_marketplace,USA,21412.73
S005137,2022-06-27,Latin America,Chile,BMW,X3,premium,suv,2022,0.48,petrol,automatic,2.0,168,1975,blue,1,1,dealer_used,Germany,52755.2
S005138,2026-04-23,India,India,Audi,A3,premium,hatchback,2025,1.31,lpg,dct,1.4,120,14521,grey,3,0,dealer_used,Germany,18548.52
S005139,2024-09-05,Africa,South Africa,BYD,Atto 3,mass,suv,2020,4.68,electric,automatic,2.0,214,48858,brown,1,0,dealer_new,China,9851.02
S005140,2024-02-13,Western Europe,Italy,Ford,F-150,mass,pickup,2024,0.12,diesel,automatic,3.0,279,0,white,1,1,dealer_new,USA,34996.32
S005141,2026-03-20,North America,USA,Tesla,Model S,premium,sedan,2026,0.21,electric,automatic,3.0,251,2615,orange,1,0,dealer_used,USA,56030.48
S005142,2026-02-20,Japan,Japan,Hyundai,Elantra,mass,sedan,2026,0.14,diesel,dct,1.4,121,0,white,1,0,dealer_used,South Korea,21012.6
S005143,2025-12-12,Latin America,Brazil,Volvo,XC40,premium,suv,2024,1.95,hybrid,automatic,1.4,95,15903,orange,1,0,online_marketplace,Sweden,30691.31
S005144,2026-04-22,Western Europe,Germany,Tata,Nexon,mass,suv,2023,3.3,petrol,cvt,1.4,137,35552,blue,1,2,online_marketplace,India,6888.49
S005145,2022-10-10,China,China,Chery,Arrizo 5,mass,sedan,2020,2.77,petrol,automatic,1.4,98,30196,brown,2,0,online_marketplace,China,7893.38
S005146,2026-01-21,North America,Mexico,Fiat,500,mass,hatchback,2022,4.05,petrol,dct,1.4,91,39825,green,1,0,private,Italy,6177.42
S005147,2022-10-13,China,China,Toyota,Hilux,mass,pickup,2022,0.78,electric,automatic,3.0,389,2590,green,1,0,online_marketplace,Japan,40309.63
S005148,2024-06-29,Western Europe,Italy,Volkswagen,Golf,mass,hatchback,2023,1.49,petrol,dct,1.4,91,9107,red,1,0,dealer_used,Germany,22724.58
S005149,2025-03-08,China,China,Chevrolet,Malibu,mass,sedan,2020,5.18,electric,automatic,2.0,167,96557,yellow,1,0,dealer_used,USA,5925.74
S005150,2025-09-29,Western Europe,Spain,Lexus,IS,premium,sedan,2024,1.74,petrol,automatic,2.0,200,26599,brown,2,0,dealer_new,Japan,42062.53
S005151,2026-03-28,Middle East,UAE,Volvo,XC60,premium,suv,2025,1.23,petrol,dct,2.0,189,17111,green,1,0,private,Sweden,44266.11
S005152,2026-01-04,North America,USA,BYD,Han,mass,sedan,2026,0.01,electric,automatic,3.0,369,890,grey,1,0,dealer_used,China,33723.94
S005153,2024-05-12,Western Europe,Italy,Chevrolet,Silverado,mass,pickup,2023,1.36,electric,automatic,3.0,373,25644,brown,2,0,dealer_used,USA,28508.01
S005154,2026-04-07,Western Europe,France,Geely,Atlas,mass,suv,2026,0.26,petrol,manual,2.0,196,4823,grey,1,0,dealer_new,China,25026.74
S005155,2025-05-13,Japan,Japan,Honda,Civic,mass,sedan,2025,0.36,diesel,automatic,1.4,101,5975,white,1,1,dealer_new,Japan,22444.35
S005156,2021-07-20,China,China,Honda,Jazz,mass,hatchback,2020,1.55,petrol,automatic,1.4,110,25656,white,4,0,private,Japan,13535.83
S005157,2025-12-26,China,China,Tesla,Model Y,premium,suv,2024,1.98,electric,automatic,2.0,166,30891,brown,3,1,auction,USA,29308.71
S005158,2024-01-08,China,China,Land Rover,Range Rover,luxury,suv,2023,1.02,petrol,dct,3.0,258,14330,red,1,1,dealer_used,UK,80767.67
S005159,2026-03-16,South Korea,South Korea,Chevrolet,Cruze,mass,sedan,2026,0.2,petrol,automatic,1.4,135,0,white,1,0,dealer_new,USA,25937.3
S005160,2026-03-15,China,China,Chevrolet,Malibu,mass,sedan,2024,2.2,petrol,dct,2.0,162,51500,yellow,2,0,private,USA,11683.98
S005161,2026-03-25,North America,USA,Volvo,XC40,premium,suv,2025,1.23,petrol,automatic,1.4,129,29282,brown,3,0,online_marketplace,Sweden,36027.54
S005162,2022-03-08,North America,Mexico,Hyundai,Kona,mass,suv,2022,0.18,petrol,automatic,1.4,96,9037,red,1,1,dealer_new,South Korea,25806.65
S005163,2024-02-25,Middle East,UAE,Kia,Sportage,mass,suv,2019,5.15,electric,automatic,2.0,218,99559,white,3,0,private,South Korea,7468.58
S005164,2024-06-29,Eastern Europe,Hungary,Tesla,Model Y,premium,suv,2024,0.49,electric,automatic,2.0,147,4306,blue,1,0,dealer_new,USA,54438.4
S005165,2025-11-13,Japan,Japan,Audi,A6,premium,sedan,2025,0.87,petrol,automatic,3.0,282,12177,green,1,1,private,Germany,42539.04
S005166,2026-04-13,China,China,Peugeot,308,mass,hatchback,2025,1.28,hybrid,automatic,1.4,129,11203,red,4,0,dealer_used,France,15276.8
S005167,2026-02-05,Western Europe,Germany,Skoda,Fabia,mass,hatchback,2026,0.1,petrol,automatic,1.4,110,0,black,1,0,dealer_used,Czechia,22052.05
S005168,2026-01-20,Latin America,Argentina,Volvo,S60,premium,sedan,2026,0.05,petrol,dct,2.0,171,276,black,1,0,private,Sweden,37333.32
S005169,2025-09-21,Middle East,Qatar,Tesla,Model 3,premium,sedan,2021,4.72,electric,automatic,2.0,171,65763,orange,1,0,dealer_used,USA,23841.99
S005170,2026-03-09,Western Europe,France,Porsche,Cayenne,luxury,suv,2024,2.18,diesel,cvt,3.0,304,34839,brown,2,0,auction,Germany,85959.68
S005171,2025-12-03,Middle East,UAE,Volvo,S60,premium,sedan,2025,0.92,electric,automatic,2.0,164,17203,orange,1,1,dealer_new,Sweden,43783.5
S005172,2022-06-18,South Korea,South Korea,Fiat,500,mass,hatchback,2022,0.46,electric,automatic,1.4,132,5569,grey,1,3,dealer_used,Italy,14136.52
S005173,2023-03-12,North America,Canada,Tesla,Model S,premium,sedan,2021,2.19,electric,automatic,3.0,301,20706,white,1,0,private,USA,48365.07
S005174,2025-06-06,Latin America,Argentina,Land Rover,Discovery,luxury,suv,2025,0.43,diesel,automatic,3.0,380,13241,silver,1,3,dealer_new,UK,70330.62
S005175,2026-01-28,North America,Canada,Mazda,Mazda6,mass,sedan,2023,3.07,petrol,automatic,2.0,169,50515,green,1,0,private,Japan,12580.4
S005176,2025-07-01,Southeast Asia,Thailand,Geely,Emgrand,mass,sedan,2025,0.5,petrol,dct,1.4,94,0,blue,1,1,dealer_used,China,11312.73
S005177,2025-12-12,North America,Mexico,Jeep,Grand Cherokee,mass,suv,2024,1.95,hybrid,automatic,3.0,351,38310,green,1,0,private,USA,36465.48
S005178,2025-11-27,China,China,Ford,F-150,mass,pickup,2022,3.9,hybrid,cvt,3.0,400,104950,black,1,0,auction,USA,11638.45
S005179,2024-12-19,North America,Mexico,Chevrolet,Cruze,mass,sedan,2018,6.97,hybrid,automatic,1.4,93,59761,green,1,0,dealer_used,USA,5295.88
S005180,2023-08-28,Japan,Japan,Audi,A3,premium,hatchback,2022,1.65,hybrid,automatic,1.4,134,43880,grey,2,1,dealer_used,Germany,30080.91
S005181,2025-11-25,China,China,Geely,Emgrand,mass,sedan,2022,3.9,petrol,automatic,1.4,113,51169,red,2,0,dealer_used,China,7405.13
S005182,2025-02-14,Western Europe,UK,Mahindra,Scorpio,mass,suv,2025,0.12,petrol,automatic,2.0,148,1075,brown,1,0,dealer_new,India,21040.06
S005183,2025-05-31,Latin America,Argentina,Skoda,Kodiaq,mass,suv,2025,0.41,diesel,automatic,2.0,161,3425,red,1,0,dealer_used,Czechia,20273.33
S005184,2025-11-08,Western Europe,Netherlands,Ford,Escape,mass,suv,2025,0.85,petrol,automatic,2.0,141,13546,silver,1,0,dealer_used,USA,27360.72
S005185,2025-09-30,Eastern Europe,Czechia,Jeep,Grand Cherokee,mass,suv,2024,1.75,diesel,manual,3.0,240,28844,silver,2,0,online_marketplace,USA,24095.67
S005186,2025-01-27,North America,USA,Land Rover,Discovery,luxury,suv,2025,0.07,electric,automatic,3.0,415,1085,grey,1,0,online_marketplace,UK,119451.64
S005187,2025-05-09,Western Europe,Spain,Mercedes-Benz,EQE,premium,sedan,2024,1.35,diesel,automatic,3.0,296,35683,orange,1,0,dealer_used,Germany,46805.45
S005188,2026-03-26,North America,USA,Geely,Coolray,mass,suv,2026,0.23,petrol,automatic,1.4,128,3177,red,1,0,dealer_new,China,24737.73
S005189,2025-07-14,South Korea,South Korea,Porsche,Macan,luxury,suv,2025,0.53,petrol,cvt,2.0,172,5674,silver,1,0,private,Germany,107188.84
S005190,2023-07-03,China,China,Tata,Nexon,mass,suv,2023,0.5,electric,automatic,1.4,130,8636,orange,1,0,dealer_new,India,15229.44
S005191,2025-04-28,North America,Canada,Fiat,Panda,mass,hatchback,2025,0.32,hybrid,dct,1.4,106,2043,silver,1,0,dealer_used,Italy,20468.08
S005192,2024-11-03,Japan,Japan,Jeep,Compass,mass,suv,2022,2.84,diesel,dct,2.0,183,48669,blue,1,0,private,USA,21430.9
S005193,2026-01-21,Japan,Japan,Chery,Tiggo 7,mass,suv,2026,0.05,petrol,cvt,2.0,140,2132,white,1,0,dealer_new,China,22102.91
S005194,2026-01-16,Eastern Europe,Hungary,Volvo,XC90,premium,suv,2026,0.04,diesel,dct,3.0,416,1497,brown,1,1,dealer_used,Sweden,49973.83
S005195,2024-01-03,China,China,Land Rover,Defender,luxury,suv,2022,2.0,electric,automatic,3.0,228,28255,orange,1,0,dealer_new,UK,76470.2
S005196,2022-05-06,Eastern Europe,Romania,Skoda,Kodiaq,mass,suv,2022,0.34,petrol,manual,2.0,199,7292,green,1,0,dealer_used,Czechia,27211.69
S005197,2024-08-24,North America,Mexico,Tesla,Model S,premium,sedan,2020,4.65,electric,automatic,3.0,274,43576,green,1,1,online_marketplace,USA,27752.46
S005198,2026-01-21,China,China,Tesla,Model 3,premium,sedan,2026,0.05,electric,automatic,2.0,200,0,yellow,1,0,online_marketplace,USA,46558.61
S005199,2025-03-10,North America,Canada,Lexus,RX,premium,suv,2024,1.19,petrol,automatic,3.0,236,17387,orange,1,2,dealer_used,Japan,44803.38
S005200,2026-04-27,Japan,Japan,BMW,3 Series,premium,sedan,2026,0.32,electric,automatic,2.0,181,10245,green,1,0,dealer_new,Germany,54273.61
S005201,2025-04-22,Middle East,UAE,Renault,Captur,mass,suv,2023,2.31,petrol,automatic,1.4,110,23129,green,3,0,dealer_used,France,13951.24
S005202,2023-01-25,India,India,Mahindra,Thar,mass,suv,2023,0.07,diesel,dct,2.0,162,873,yellow,1,0,private,India,10019.78
S005203,2023-01-06,Eastern Europe,Poland,Skoda,Fabia,mass,hatchback,2023,0.01,petrol,automatic,1.4,120,6324,black,1,0,dealer_used,Czechia,17675.16
S005204,2026-03-06,North America,USA,Toyota,Land Cruiser,mass,suv,2026,0.18,petrol,automatic,3.0,388,2823,red,1,0,private,Japan,44117.37
S005205,2020-06-09,Japan,Japan,Chery,Tiggo 7,mass,suv,2019,1.44,petrol,automatic,2.0,143,30446,grey,1,0,dealer_used,China,13991.09
S005206,2021-03-31,Western Europe,Spain,Renault,Megane,mass,hatchback,2020,1.25,petrol,automatic,1.4,121,14636,red,2,3,private,France,10985.77
S005207,2025-02-28,Western Europe,UK,BYD,Dolphin,mass,hatchback,2023,2.16,hybrid,dct,1.4,132,22974,green,1,0,dealer_used,China,17088.72
